Policy_ID,Latitude,Longitude,Line_of_Business,Construction_Type,Replacement_Cost_Value,HAZ_CLASS
POL-01798,36.07496226107248,-120.8898638417831,Residential,Wood Frame,148839,Low_or_Unzoned
POL-01799,35.95029667530414,-118.05267241628917,Residential,Masonry,2809905,Low_or_Unzoned
POL-01800,32.99655234183517,-115.46102220554378,Commercial,Wood Frame,353903,Low_or_Unzoned
POL-01801,36.64403696264043,-118.68929971824915,Commercial,Steel Frame,465752,Low_or_Unzoned
POL-01802,40.25231827186965,-120.66696158581104,Commercial,Wood Frame,221857,Low_or_Unzoned
POL-01803,35.23744528988533,-117.3480541597399,Residential,Wood Frame,1153915,Low_or_Unzoned
POL-01804,33.952960271516545,-115.15169820975666,Residential,Wood Frame,289164,Low_or_Unzoned
POL-01805,41.960122493909225,-120.15912596067396,Commercial,Wood Frame,364758,Low_or_Unzoned
POL-01806,33.91804612035785,-117.00172396227579,Residential,Masonry,686674,Low_or_Unzoned
POL-01807,34.78946445096122,-117.12006635434166,Residential,Masonry,230674,Low_or_Unzoned
POL-01808,37.44152211873176,-119.14224221468318,Commercial,Wood Frame,468426,Low_or_Unzoned
POL-01809,35.96577191492464,-119.94526377682259,Residential,Masonry,1659069,Low_or_Unzoned
POL-01810,34.46918396422249,-118.31765744360759,Residential,Wood Frame,761163,Very High
POL-01811,36.08906982713941,-121.23247933427905,Commercial,Wood Frame,599849,Low_or_Unzoned
POL-01812,35.508501382160794,-119.77836156570585,Residential,Steel Frame,641710,Low_or_Unzoned
POL-01813,37.98339759101433,-121.42522596416727,Residential,Masonry,395810,Low_or_Unzoned
POL-01814,33.12597556780374,-117.36516576126617,Residential,Wood Frame,2668219,Low_or_Unzoned
POL-01815,41.40101791213261,-123.1302383846377,Residential,Wood Frame,282172,Low_or_Unzoned
POL-01816,36.08389386429911,-116.49179521022661,Residential,Wood Frame,639691,Low_or_Unzoned
POL-01817,33.706818971745705,-115.06865305226229,Residential,Masonry,592449,Low_or_Unzoned
POL-01818,34.15309925615318,-118.02269927576143,Residential,Steel Frame,1211064,Very High
POL-01819,36.10488311563792,-117.83224205551309,Commercial,Wood Frame,1306077,Low_or_Unzoned
POL-01820,37.312224999131196,-119.84985968588815,Residential,Masonry,526699,High
POL-01821,37.846887253538725,-119.34301982408604,Commercial,Wood Frame,681828,Low_or_Unzoned
POL-01822,35.47699309734414,-117.33396980451295,Residential,Wood Frame,702800,Low_or_Unzoned
POL-01823,39.46731756868161,-121.05230322498745,Residential,Steel Frame,87753,Low_or_Unzoned
POL-01824,40.777131387150995,-123.70964146946216,Residential,Wood Frame,151570,Low_or_Unzoned
POL-01825,35.82400690465029,-116.2598696277907,Residential,Wood Frame,333017,Low_or_Unzoned
POL-01826,37.73751521129674,-119.40229314275834,Commercial,Masonry,344800,Low_or_Unzoned
POL-01827,35.91565987294003,-120.97749558911087,Residential,Wood Frame,207020,Low_or_Unzoned
POL-01828,37.48883809181148,-121.65167984192665,Residential,Wood Frame,984280,Low_or_Unzoned
POL-01829,34.42843881231637,-118.04319113186995,Residential,Steel Frame,541281,Very High
POL-01830,40.071001288148636,-123.33119962448572,Residential,Masonry,455087,Low_or_Unzoned
POL-01831,38.109047979524966,-122.27268331341963,Residential,Masonry,197812,Low_or_Unzoned
POL-01832,38.47661699702553,-120.99599409100418,Residential,Wood Frame,521447,Low_or_Unzoned
POL-01833,39.24664603260653,-123.42025543132635,Residential,Wood Frame,66082,Low_or_Unzoned
POL-01834,32.732055387936015,-115.5161724159327,Residential,Steel Frame,474318,Low_or_Unzoned
POL-01835,38.859414610409615,-123.30901201916866,Residential,Wood Frame,568380,Low_or_Unzoned
POL-01836,41.17545663723464,-122.30109192359706,Residential,Wood Frame,655748,Low_or_Unzoned
POL-01837,32.601366206558545,-116.35053626123901,Residential,Wood Frame,154618,Low_or_Unzoned
POL-01838,35.96839224220216,-120.68591512509714,Residential,Wood Frame,646839,Low_or_Unzoned
POL-01839,39.11229836639658,-123.2478732393446,Commercial,Wood Frame,234885,Low_or_Unzoned
POL-01840,33.16163574360852,-114.73492944175176,Commercial,Masonry,282102,Low_or_Unzoned
POL-01841,37.44622586047406,-121.03802215815087,Commercial,Steel Frame,959670,Low_or_Unzoned
POL-01842,39.55090958665076,-120.39712134905452,Residential,Wood Frame,2706835,Low_or_Unzoned
POL-01843,36.51323500529335,-118.18455344074732,Commercial,Masonry,563029,Low_or_Unzoned
POL-01844,36.281828193244195,-117.44774932472308,Residential,Masonry,281060,Low_or_Unzoned
POL-01845,35.68779341611824,-119.37795844102021,Commercial,Masonry,628402,Low_or_Unzoned
POL-01846,40.798777974157346,-122.25380985975296,Residential,Wood Frame,1145352,Low_or_Unzoned
POL-01847,35.629091636825066,-120.11251004151762,Residential,Wood Frame,888063,Low_or_Unzoned
POL-01848,38.08405634813054,-121.43585653047334,Residential,Wood Frame,4850005,Low_or_Unzoned
POL-01849,41.70967406892085,-120.01176940095391,Residential,Wood Frame,304897,Low_or_Unzoned
POL-01850,39.08549065107924,-120.19145525947441,Commercial,Wood Frame,661182,Low_or_Unzoned
POL-01851,34.298928320022696,-119.56707820517437,Commercial,Wood Frame,1865676,Low_or_Unzoned
POL-01852,39.827569860560075,-121.80760711945808,Commercial,Wood Frame,1774319,Low_or_Unzoned
POL-01853,38.36809856879161,-119.34378652863742,Residential,Wood Frame,113543,Low_or_Unzoned
POL-01854,40.37103746602433,-120.47937772303737,Residential,Wood Frame,538915,Low_or_Unzoned
POL-01855,34.9608338689818,-118.31019346615804,Residential,Wood Frame,1771995,Very High
POL-01856,39.232428839672316,-120.88273052100415,Commercial,Masonry,5457571,Low_or_Unzoned
POL-01857,34.54111876103748,-117.93049460336827,Residential,Wood Frame,948879,Very High
POL-01858,32.88313652998937,-114.94068355942979,Commercial,Masonry,402604,Low_or_Unzoned
POL-01859,34.19697432916585,-119.19627445605792,Residential,Steel Frame,241020,Low_or_Unzoned
POL-01860,37.02916181732912,-118.04794941386868,Residential,Masonry,3188288,Low_or_Unzoned
POL-01861,35.07140875667025,-117.36341112302334,Commercial,Masonry,968005,Low_or_Unzoned
POL-01862,38.24846541125293,-121.20426657842047,Residential,Steel Frame,274181,Low_or_Unzoned
POL-01863,36.259575883549864,-117.31579845882212,Residential,Wood Frame,459307,Low_or_Unzoned
POL-01864,40.73593990688987,-120.09362517898045,Residential,Steel Frame,692559,Low_or_Unzoned
POL-01865,39.59406142408252,-122.52416621644436,Commercial,Masonry,834881,Low_or_Unzoned
POL-01866,40.6487727095382,-124.41279916820504,Residential,Masonry,263104,Low_or_Unzoned
POL-01867,36.69168185637131,-118.3326488156964,Residential,Wood Frame,330594,Low_or_Unzoned
POL-01868,33.696436089951256,-116.27111861800977,Residential,Wood Frame,144012,Low_or_Unzoned
POL-01869,41.079426316968444,-123.31762493508722,Residential,Masonry,1241473,Low_or_Unzoned
POL-01870,39.965180600321325,-120.90271290220974,Residential,Masonry,411146,Low_or_Unzoned
POL-01871,41.43917498450654,-122.52235783046078,Residential,Masonry,784700,Low_or_Unzoned
POL-01872,37.1205349578389,-119.24480360169555,Commercial,Wood Frame,1685894,Low_or_Unzoned
POL-01873,39.95818268485337,-122.9233867360693,Commercial,Wood Frame,644284,Low_or_Unzoned
POL-01874,37.76764658605112,-121.10243515758512,Residential,Wood Frame,493670,Low_or_Unzoned
POL-01875,36.943703194097004,-117.54986383334177,Commercial,Wood Frame,631047,Low_or_Unzoned
POL-01876,40.20604473685176,-122.86285564854032,Residential,Wood Frame,568385,Low_or_Unzoned
POL-01877,32.81184223878278,-116.2055431674461,Residential,Wood Frame,1464364,Low_or_Unzoned
POL-01878,38.642900769746774,-122.46243425742115,Residential,Wood Frame,692920,Low_or_Unzoned
POL-01879,32.96809970903633,-115.52328060663375,Residential,Wood Frame,349577,Low_or_Unzoned
POL-01880,40.598169413597795,-121.84686390873684,Residential,Wood Frame,1249531,Low_or_Unzoned
POL-01881,37.70980889904816,-121.06448813879642,Residential,Steel Frame,1446109,Low_or_Unzoned
POL-01882,34.37448272047257,-118.86023214298923,Commercial,Masonry,185226,Very High
POL-01883,35.178330741639826,-115.98285925333118,Residential,Masonry,1841750,Low_or_Unzoned
POL-01884,34.717264559852204,-117.85237836146382,Residential,Wood Frame,723437,Very High
POL-01885,37.41264843707664,-118.10876801444216,Residential,Masonry,677805,Low_or_Unzoned
POL-01886,39.75429955633451,-122.89714370999363,Residential,Wood Frame,1208994,Low_or_Unzoned
POL-01887,40.00371389983762,-120.76778063240498,Residential,Steel Frame,343320,Low_or_Unzoned
POL-01888,38.37428991693184,-121.54368444135395,Residential,Masonry,1159305,Low_or_Unzoned
POL-01889,33.57444752452631,-115.6706657445294,Commercial,Wood Frame,399744,Low_or_Unzoned
POL-01890,36.65182039177282,-120.33560760698938,Commercial,Masonry,166049,High
POL-01891,36.270449234345875,-120.61496282396217,Residential,Wood Frame,243237,Low_or_Unzoned
POL-01892,39.5636705615543,-121.50959607037971,Residential,Wood Frame,850532,Low_or_Unzoned
POL-01893,36.18726426952137,-116.61525186807441,Commercial,Masonry,253628,Low_or_Unzoned
POL-01894,34.654952472092205,-116.99578178093299,Residential,Wood Frame,1959227,Low_or_Unzoned
POL-01895,37.96725967545606,-118.96335910214766,Residential,Wood Frame,1399221,Low_or_Unzoned
POL-01896,37.39181133417638,-121.21407101784223,Residential,Masonry,1570259,Low_or_Unzoned
POL-01897,34.12143563537122,-118.47129900409938,Residential,Wood Frame,597089,Very High
POL-01898,34.95042531447555,-119.71089330506926,Commercial,Masonry,664167,Low_or_Unzoned
POL-01899,35.66579653523191,-119.76097165623747,Residential,Steel Frame,207945,Low_or_Unzoned
POL-01900,33.35150184639387,-114.62247066378936,Residential,Wood Frame,1198554,Low_or_Unzoned
POL-01901,39.18899142733055,-120.71876398736546,Residential,Wood Frame,732242,Low_or_Unzoned
POL-01902,41.5899388416591,-122.08056929594946,Residential,Wood Frame,850725,Low_or_Unzoned
POL-01903,38.04166264489092,-120.18211269236757,Commercial,Wood Frame,2085771,Low_or_Unzoned
POL-01904,37.61464977551611,-121.67763049024674,Residential,Wood Frame,332777,Low_or_Unzoned
POL-01905,36.76060966602502,-117.62325878489257,Residential,Wood Frame,488496,Low_or_Unzoned
POL-01906,39.8663903886287,-123.32177883790364,Commercial,Wood Frame,701752,Low_or_Unzoned
POL-01907,34.909603506243066,-119.93858854975754,Residential,Wood Frame,255672,Low_or_Unzoned
POL-01908,33.73823687390618,-117.37010976306438,Residential,Masonry,465059,Low_or_Unzoned
POL-01909,35.438047059247104,-115.76162930470403,Residential,Masonry,801595,Low_or_Unzoned
POL-01910,33.738077493672115,-117.7178764727421,Residential,Masonry,416508,Low_or_Unzoned
POL-01911,33.10841347671549,-115.19142795759574,Residential,Wood Frame,1539843,Low_or_Unzoned
POL-01912,41.6342469527529,-121.85296407459585,Residential,Wood Frame,161338,Low_or_Unzoned
POL-01913,36.775905051613165,-119.42477981788156,Residential,Masonry,1326715,Low_or_Unzoned
POL-01914,38.586747134908606,-122.59427490315616,Commercial,Wood Frame,917078,Low_or_Unzoned
POL-01915,35.06555542796478,-115.75508506328985,Residential,Wood Frame,342811,Low_or_Unzoned
POL-01916,34.46495255085778,-118.04869490216976,Residential,Masonry,257937,Very High
POL-01917,37.86818668884859,-119.16744860503206,Residential,Wood Frame,102311,Low_or_Unzoned
POL-01918,33.61602103932668,-117.20286467740429,Commercial,Wood Frame,286032,Low_or_Unzoned
POL-01919,39.96383271847233,-121.26185678436596,Residential,Masonry,1248859,Low_or_Unzoned
POL-01920,33.59260389986693,-116.29191620712642,Commercial,Steel Frame,516655,Low_or_Unzoned
POL-01921,41.47735546278051,-121.34446904899579,Residential,Wood Frame,1370086,Low_or_Unzoned
POL-01922,38.60691721274951,-122.12352618276071,Commercial,Wood Frame,329095,Low_or_Unzoned
POL-01923,36.12881043189799,-119.57991205406104,Residential,Wood Frame,951395,Low_or_Unzoned
POL-01924,41.58973937061334,-120.03888676578589,Residential,Masonry,304370,Low_or_Unzoned
POL-01925,41.640766140172104,-122.69170761682615,Residential,Wood Frame,249581,Low_or_Unzoned
POL-01926,41.958239917133305,-121.39266183944882,Commercial,Wood Frame,495983,Low_or_Unzoned
POL-01927,35.30184579013671,-118.71102922823084,Residential,Steel Frame,317434,Low_or_Unzoned
POL-01928,34.5912278198765,-117.09222206303706,Residential,Wood Frame,157273,Low_or_Unzoned
POL-01929,35.178400401246705,-117.35775960519649,Residential,Steel Frame,467029,Low_or_Unzoned
POL-01930,36.71419716252278,-121.43050023152449,Commercial,Steel Frame,588391,Low_or_Unzoned
POL-01931,39.19665576094769,-120.83079977177191,Commercial,Wood Frame,1490596,Low_or_Unzoned
POL-01932,38.67587828582935,-120.56947038618424,Residential,Masonry,1143317,Low_or_Unzoned
POL-01933,38.709736525853394,-121.64311634543124,Residential,Wood Frame,1433965,Low_or_Unzoned
POL-01934,41.58410114961446,-123.57271642720494,Residential,Masonry,961534,Low_or_Unzoned
POL-01935,32.528698277883535,-115.78354152609514,Commercial,Masonry,705096,Low_or_Unzoned
POL-01936,34.85535827315517,-115.54233041385112,Commercial,Wood Frame,202165,Low_or_Unzoned
POL-01937,41.3140190540655,-122.19262184824777,Residential,Masonry,609197,Low_or_Unzoned
POL-01938,41.35527219628369,-123.81989190498538,Residential,Masonry,871032,Low_or_Unzoned
POL-01939,39.77475154995163,-122.27894942843416,Commercial,Wood Frame,1734015,Low_or_Unzoned
POL-01940,34.22157141432936,-116.17452607753883,Commercial,Wood Frame,935681,Low_or_Unzoned
POL-01941,36.95219055146566,-120.97290462637976,Residential,Wood Frame,1457607,High
POL-01942,41.416493276067314,-123.09049659951569,Residential,Wood Frame,236665,Low_or_Unzoned
POL-01943,37.77836296948283,-118.80798665341766,Residential,Steel Frame,416176,Low_or_Unzoned
POL-01944,34.116356031683,-116.46226574574436,Residential,Masonry,761831,Low_or_Unzoned
POL-01945,41.2014585375635,-122.38481194271917,Residential,Wood Frame,1367865,Low_or_Unzoned
POL-01946,35.23537389388558,-115.42845120479225,Residential,Wood Frame,481093,Low_or_Unzoned
POL-01947,39.26971336933474,-122.84426894323195,Residential,Wood Frame,505874,Low_or_Unzoned
POL-01948,35.53351036020305,-116.17513239471022,Residential,Wood Frame,936319,Low_or_Unzoned
POL-01949,34.89592282051365,-119.95725395365763,Residential,Wood Frame,219542,Low_or_Unzoned
POL-01950,36.84450779398179,-120.03426442183789,Residential,Wood Frame,1955044,High
POL-01951,33.9892480021933,-117.6942354857148,Commercial,Wood Frame,267450,Low_or_Unzoned
POL-01952,36.55085753667374,-120.25778891994045,Residential,Steel Frame,116439,High
POL-01953,38.53399139420738,-122.51532079298718,Residential,Masonry,544734,Low_or_Unzoned
POL-01954,41.14077657015342,-122.48518072796,Residential,Masonry,2102771,Low_or_Unzoned
POL-01955,39.97981405989222,-121.20924160451716,Commercial,Wood Frame,863856,Low_or_Unzoned
POL-01956,35.577007749513605,-118.40814811713639,Commercial,Steel Frame,985468,Low_or_Unzoned
POL-01957,33.79438036837379,-117.55146587536234,Residential,Masonry,558555,Low_or_Unzoned
POL-01958,36.97224272768223,-121.82007222235507,Commercial,Masonry,478350,Low_or_Unzoned
POL-01959,40.84209437136416,-123.56287760781586,Residential,Wood Frame,157011,Low_or_Unzoned
POL-01960,38.904825107842505,-120.0254087412674,Commercial,Wood Frame,88653,Low_or_Unzoned
POL-01961,38.761977673701274,-122.21384514040624,Residential,Wood Frame,632235,Low_or_Unzoned
POL-01962,36.04967781554335,-117.36133482355467,Residential,Wood Frame,1544235,Low_or_Unzoned
POL-01963,36.18715383930072,-117.74922231431202,Residential,Masonry,711625,Low_or_Unzoned
POL-01964,33.40905610255101,-115.4581324480298,Residential,Steel Frame,889913,Low_or_Unzoned
POL-01965,38.65798718576128,-121.46124612760367,Residential,Wood Frame,1918346,Low_or_Unzoned
POL-01966,36.425347548626576,-117.5444852790758,Commercial,Wood Frame,702930,Low_or_Unzoned
POL-01967,36.3533842074267,-118.06221927571362,Commercial,Masonry,489860,Low_or_Unzoned
POL-01968,33.13739045998385,-117.32887360376878,Residential,Wood Frame,280738,Low_or_Unzoned
POL-01969,34.120038699240865,-116.32468573364416,Residential,Masonry,2724430,Low_or_Unzoned
POL-01970,41.02548097574265,-121.88857486235209,Residential,Masonry,823433,Low_or_Unzoned
POL-01971,37.110166812546886,-120.44981055705175,Residential,Wood Frame,254007,High
POL-01972,41.04914066186938,-123.87497493284586,Residential,Masonry,211729,Low_or_Unzoned
POL-01973,36.75752829700552,-118.39416274894724,Residential,Wood Frame,1472468,Low_or_Unzoned
POL-01974,34.1417904888363,-118.81276416775295,Commercial,Masonry,235636,Very High
POL-01975,35.7728059872436,-120.42762645329861,Residential,Masonry,2381086,Low_or_Unzoned
POL-01976,35.06474955012689,-116.07983588131218,Residential,Masonry,59565,Low_or_Unzoned
POL-01977,34.604507943072484,-115.8645657448291,Residential,Wood Frame,1686348,Low_or_Unzoned
POL-01978,36.96807845540346,-121.73248401535469,Residential,Wood Frame,797722,Low_or_Unzoned
POL-01979,40.79896540471748,-122.31046082685853,Residential,Wood Frame,594143,Low_or_Unzoned
POL-01980,36.327455294975465,-120.42957104413262,Commercial,Wood Frame,469598,Low_or_Unzoned
POL-01981,41.118810089132246,-120.0295030432318,Residential,Masonry,2452415,Low_or_Unzoned
POL-01982,39.53297379301754,-123.70912496224224,Residential,Wood Frame,951359,Low_or_Unzoned
POL-01983,35.803815927242155,-119.8964966338826,Commercial,Masonry,262350,Low_or_Unzoned
POL-01984,37.44494506959439,-118.70174178542639,Residential,Wood Frame,136608,Low_or_Unzoned
POL-01985,36.47444886507353,-121.58755396000033,Commercial,Wood Frame,622710,Low_or_Unzoned
POL-01986,36.37619086720827,-119.76277796128025,Residential,Masonry,539902,Low_or_Unzoned
POL-01987,34.87374091995033,-115.09703873600132,Residential,Wood Frame,160188,Low_or_Unzoned
POL-01988,41.154649149802594,-124.13268387276534,Commercial,Masonry,516941,Low_or_Unzoned
POL-01989,41.935055519868044,-121.75879860109904,Commercial,Wood Frame,341414,Low_or_Unzoned
POL-01990,34.71400528585616,-114.95171656938784,Residential,Steel Frame,544395,Low_or_Unzoned
POL-01991,41.60411302157318,-123.6421084241766,Residential,Wood Frame,965825,Low_or_Unzoned
POL-01992,34.03045022093601,-117.88057164422631,Commercial,Masonry,1783499,Very High
POL-01993,34.20999635780152,-115.47373893906334,Residential,Wood Frame,1118066,Low_or_Unzoned
POL-01994,40.559968401089854,-122.38210214744237,Residential,Wood Frame,303412,Low_or_Unzoned
